location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area
vesu,4,Super Area,3550,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,6691.0,2.37,3550
vesu,4,Carpet Area,1985,New Property,Ready to Move,,,Unfurnished,East,5491.0,1.87,2184
vesu,5,Super Area,5260,Resale,Under Construction,8.0,12.0,Unfurnished,West,5703.0,3.0,5260
dumas road/hazira,4,Carpet Area,2475,New Property,Under Construction,5.0,11.0,Unfurnished,East,4500.0,2.02,2722
vesu,4,Super Area,3285,New Property,Ready to Move,5.0,13.0,Unfurnished,South,5751.0,1.88,3285
vesu,4,Super Area,3336,New Property,Under Construction,8.0,12.0,Unfurnished,East,6661.0,2.22,3336
vesu,4,Carpet Area,1953,New Property,Ready to Move,5.0,13.0,Unfurnished,East,6570.0,2.33,2148
pal,4,Super Area,2855,New Property,Under Construction,7.0,13.0,Unfurnished,East,5800.0,1.65,2855
vesu,5,Super Area,4351,New Property,Ready to Move,8.0,12.0,Unfurnished,South -West,6500.0,2.82,4351
dumas road/hazira,4,Super Area,4158,New Property,Under Construction,5.0,10.0,Unfurnished,East,8900.0,3.7,4158
vesu,5,Super Area,5700,New Property,Ready to Move,6.0,12.0,Unfurnished,East,6900.0,3.93,5700
vesu,6,Carpet Area,4070,New Property,Ready to Move,12.0,13.0,Unfurnished,East,7500.0,5.55,4477
vesu,4,Super Area,3882,Resale,Ready to Move,5.0,13.0,Semi-Furnished,South - East,6981.0,2.71,3882
vesu,4,Super Area,3810,New Property,Under Construction,3.0,18.0,Unfurnished,East,6491.0,2.47,3810
vesu,4,Carpet Area,2310,New Property,Under Construction,8.0,13.0,Unfurnished,North - East,5714.0,2.4,2541
dumas road/hazira,5,Super Area,6831,New Property,Under Construction,,,Unfurnished,,4751.0,3.24,6831
vesu,4,Super Area,3700,New Property,Under Construction,,,Unfurnished,,5450.0,2.01,3700
pal,4,Carpet Area,2064,New Property,Under Construction,10.0,20.0,Unfurnished,East,6318.0,2.37,2270
vesu,4,Carpet Area,2236,New Property,Under Construction,3.0,19.0,Unfurnished,East,7316.0,2.97,2460
vesu,3,Super Area,2860,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,6051.0,1.73,2860
athwalines,5,Super Area,9000,New Property,Under Construction,11.0,12.0,Unfurnished,South -West,8000.0,7.2,9000
pal,4,Super Area,3751,New Property,Under Construction,5.0,13.0,Unfurnished,East,6500.0,2.43,3751
vesu,4,Super Area,3047,New Property,Under Construction,5.0,12.0,Unfurnished,North,5907.0,1.8,3047
vesu,4,Super Area,3113,Resale,Ready to Move,7.0,14.0,Unfurnished,East,6200.0,1.93,3113
vesu,3,Super Area,2650,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6226.0,1.65,2650
pal,4,Carpet Area,2360,New Property,Ready to Move,,,Unfurnished,East,6060.0,2.52,2596
vesu,5,Super Area,5600,New Property,Under Construction,9.0,13.0,Unfurnished,East,6000.0,3.36,5600
vesu,4,Super Area,3047,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6111.0,1.86,3047
vesu,4,Super Area,3047,New Property,Ready to Move,8.0,12.0,Unfurnished,East,5940.0,1.81,3047
vesu,5,Carpet Area,2942,New Property,Ready to Move,7.0,12.0,Unfurnished,East,6552.0,3.5,3236
pal,3,Carpet Area,2585,Resale,Ready to Move,5.0,11.0,Furnished,North - East,8265.0,2.81,2844
vesu,4,Super Area,4150,New Property,Ready to Move,2.0,17.0,Unfurnished,North,7500.0,3.11,4150
vesu,4,Super Area,3810,New Property,Under Construction,6.0,18.0,Unfurnished,East,7349.0,2.8,3810
vesu,4,Super Area,3500,New Property,Ready to Move,9.0,19.0,Unfurnished,East,5500.0,1.92,3500
vesu,3,Super Area,2450,Resale,Ready to Move,9.0,12.0,Furnished,East,7347.0,1.8,2450
vesu,5,Super Area,6404,New Property,Under Construction,16.0,19.0,Unfurnished,East,7800.0,4.99,6404
vesu,4,Carpet Area,2600,New Property,Ready to Move,5.0,13.0,Unfurnished,North - East,6200.0,2.78,2860
vesu,6,Super Area,7761,New Property,Under Construction,,,Unfurnished,,7000.0,5.43,7761
vesu,4,Super Area,4600,New Property,Under Construction,,,Unfurnished,,5450.0,2.5,4600
adajan,4,Carpet Area,1980,New Property,Ready to Move,9.0,10.0,Unfurnished,East,5500.0,1.98,2178
vesu,4,Carpet Area,2640,New Property,Under Construction,5.0,13.0,Unfurnished,East,7191.0,3.45,2904
vesu,3,Super Area,2650,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,6200.0,1.64,2650
adajan,4,Super Area,3707,New Property,Ready to Move,7.0,13.0,Unfurnished,East,4700.0,1.74,3707
pal,4,Super Area,4500,New Property,Under Construction,6.0,13.0,Unfurnished,East,6500.0,2.92,4500
vesu,3,Carpet Area,1513,New Property,Under Construction,7.0,11.0,Unfurnished,North - East,6051.0,1.66,1664
dumas road/hazira,6,Super Area,10300,New Property,Under Construction,17.0,18.0,Unfurnished,East,9800.0,10.09,10300
vesu,4,Super Area,3500,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,6000.0,2.1,3500
vesu,4,Carpet Area,1900,New Property,Ready to Move,,,Unfurnished,East,7500.0,2.58,2090
althan,4,Super Area,4350,Resale,Ready to Move,5.0,19.0,Unfurnished,West,7800.0,3.39,4350
dumas road/hazira,4,Carpet Area,1980,New Property,Ready to Move,10.0,13.0,Unfurnished,East,4500.0,1.62,2178
vesu,3,Super Area,2890,Resale,Ready to Move,9.0,12.0,Furnished,South -West,6920.0,2.0,2890
vesu,3,Carpet Area,1624,New Property,Ready to Move,5.0,11.0,Unfurnished,East,6102.0,1.8,1786
vesu,4,Super Area,3400,New Property,Under Construction,8.0,12.0,Unfurnished,East,5382.0,1.83,3400
vesu,3,Super Area,3000,New Property,Under Construction,3.0,20.0,Unfurnished,East,6750.0,2.02,3000
vesu,5,Super Area,5135,New Property,Under Construction,6.0,12.0,Unfurnished,East,6816.0,3.5,5135
vesu,4,Carpet Area,1650,New Property,Under Construction,5.0,12.0,Unfurnished,East,5600.0,1.84,1815
vesu,4,Super Area,4100,New Property,Ready to Move,5.0,14.0,Unfurnished,West,6600.0,2.7,4100
athwalines,4,Super Area,4158,Resale,Under Construction,1.0,10.0,Unfurnished,East,8000.0,3.32,4158
vesu,4,Carpet Area,1634,New Property,Ready to Move,16.0,20.0,Unfurnished,North - East,5600.0,1.66,1797
vesu,6,Super Area,7790,New Property,Under Construction,,,Unfurnished,,7000.0,5.45,7790
vesu,4,Super Area,3400,New Property,Under Construction,,,Unfurnished,,5450.0,1.85,3400
adajan,4,Super Area,3450,New Property,Under Construction,,,,,4750.0,1.63,3450
vesu,4,Super Area,4351,New Property,Under Construction,5.0,13.0,Unfurnished,East,5700.0,2.48,4351
vesu,4,Super Area,3200,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,6200.0,1.98,3200
pal,4,Super Area,3770,New Property,Under Construction,5.0,13.0,Unfurnished,East,5850.0,2.2,3770
vesu,5,Super Area,5302,New Property,Under Construction,5.0,12.0,Unfurnished,East,8000.0,4.24,5302
vesu,4,Super Area,3075,New Property,Under Construction,2.0,19.0,Unfurnished,South -West,5991.0,1.84,3075
vesu,5,Super Area,5276,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,5699.0,3.0,5276
vesu,4,Carpet Area,3111,New Property,Under Construction,,,Unfurnished,East,6400.0,2.68,3422
vesu,3,Super Area,2829,New Property,Ready to Move,5.0,20.0,Unfurnished,East,7070.0,2.0,2829
vesu,4,Carpet Area,1870,New Property,Under Construction,7.0,11.0,Unfurnished,East,5931.0,2.01,2057
vesu,3,Super Area,2538,New Property,Under Construction,5.0,13.0,Unfurnished,East,6309.0,1.6,2538
vesu,4,Super Area,2870,Resale,Ready to Move,4.0,10.0,Furnished,East,8711.0,2.5,2870
vesu,4,Super Area,3398,New Property,Under Construction,5.0,14.0,Unfurnished,East,5991.0,2.03,3398
pal,4,Super Area,3770,New Property,Under Construction,6.0,19.0,Unfurnished,East,6101.0,2.3,3770
vesu,4,Super Area,3350,New Property,Under Construction,7.0,14.0,Unfurnished,East,6591.0,2.2,3350
vesu,4,Super Area,3551,New Property,Under Construction,7.0,12.0,Unfurnished,East,6402.0,2.27,3551
vesu,4,Carpet Area,1733,New Property,Ready to Move,5.0,13.0,Unfurnished,North - East,5400.0,1.7,1906
vesu,6,Super Area,8021,New Property,Under Construction,,,Unfurnished,,7000.0,5.61,8021
vesu,4,Super Area,3500,New Property,Under Construction,,,Unfurnished,,5450.0,1.9,3500
vesu,4,Super Area,3200,New Property,Under Construction,4.0,13.0,Unfurnished,East,5688.0,1.82,3200
vesu,3,Super Area,2550,New Property,Under Construction,6.0,12.0,Unfurnished,East,6500.0,1.65,2550
pal,5,Super Area,6400,New Property,Under Construction,5.0,13.0,Unfurnished,East,5850.0,3.74,6400
vesu,5,Super Area,4675,New Property,Under Construction,5.0,12.0,Unfurnished,North,6802.0,3.18,4675
dumas road/hazira,6,Super Area,8300,New Property,Under Construction,17.0,18.0,Unfurnished,East,9795.0,8.13,8300
pal,4,Super Area,3261,New Property,Under Construction,5.0,10.0,Unfurnished,East,5652.0,1.84,3261
vesu,4,Carpet Area,1960,New Property,Under Construction,,,Unfurnished,East,6402.0,2.27,2156
vesu,3,Super Area,2500,New Property,Ready to Move,5.0,13.0,Unfurnished,East,6800.0,1.7,2500
vesu,4,Super Area,3800,New Property,Under Construction,6.0,13.0,Unfurnished,East,6000.0,2.28,3800
vesu,4,Super Area,3376,New Property,Under Construction,5.0,13.0,Unfurnished,East,5717.0,1.93,3376
vesu,4,Super Area,3401,New Property,Under Construction,1.0,12.0,Unfurnished,,5601.0,1.9,3401
pal,5,Super Area,4370,New Property,Under Construction,20.0,20.0,Unfurnished,East,6178.0,2.7,4370
vesu,4,Super Area,4436,New Property,Under Construction,4.0,12.0,Unfurnished,East,5850.0,2.59,4436
vesu,4,Carpet Area,1760,New Property,Ready to Move,7.0,13.0,Unfurnished,North - East,6000.0,1.92,1936
vesu,6,Super Area,8087,New Property,Under Construction,,,Unfurnished,,7000.0,5.66,8087
vesu,4,Super Area,3676,New Property,Under Construction,,,Unfurnished,,5450.0,2.0,3676
althan,3,Super Area,2570,New Property,Under Construction,4.0,13.0,Unfurnished,East,6600.0,1.69,2570
vesu,4,Super Area,3133,New Property,Under Construction,5.0,12.0,Unfurnished,East,6799.0,2.13,3133
pal,5,Super Area,6300,Resale,Ready to Move,16.0,20.0,Unfurnished,East,7523.0,4.73,6300
vesu,4,Super Area,3510,New Property,Under Construction,1.0,12.0,Unfurnished,East,6809.0,2.39,3510
dumas road/hazira,4,Super Area,4500,New Property,Under Construction,3.0,18.0,Unfurnished,East,8311.0,3.74,4500
vesu,3,Super Area,2741,New Property,Under Construction,7.0,13.0,Unfurnished,East,6050.0,1.65,2741
pal,4,Carpet Area,1720,New Property,Ready to Move,,,Unfurnished,East,6060.0,1.73,1892
vesu,4,Super Area,4200,New Property,Under Construction,7.0,12.0,Unfurnished,East,6000.0,2.52,4200
vesu,4,Super Area,4200,New Property,Under Construction,6.0,13.0,Unfurnished,East,6000.0,2.52,4200
vesu,4,Super Area,3211,New Property,Under Construction,4.0,13.0,Unfurnished,East,5761.0,1.85,3211
vesu,4,Super Area,3636,New Property,Under Construction,5.0,10.0,Unfurnished,East,7178.0,2.61,3636
athwalines,6,Carpet Area,6475,New Property,Under Construction,2.0,13.0,Unfurnished,East,11892.0,14.0,7123
vesu,4,Carpet Area,2033,New Property,Ready to Move,5.0,12.0,Unfurnished,North - East,5627.0,2.07,2236
vesu,5,Super Area,5800,New Property,Under Construction,,,Unfurnished,,7000.0,4.06,5800
vesu,4,Super Area,4599,New Property,Under Construction,,,Unfurnished,,5450.0,2.5,4599
athwalines,4,Super Area,5500,New Property,Under Construction,9.0,18.0,Unfurnished,East,8191.0,4.5,5500
vesu,5,Super Area,4675,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,6802.0,3.18,4675
vesu,5,Carpet Area,3300,New Property,Ready to Move,6.0,18.0,Unfurnished,North - East,6800.0,4.08,3630
pal,4,Super Area,3755,New Property,Under Construction,13.0,13.0,Unfurnished,East,4971.0,1.86,3755
pal,5,Carpet Area,3070,New Property,Ready to Move,,,Unfurnished,East,6060.0,3.26,3377
vesu,4,Super Area,4800,New Property,Under Construction,8.0,12.0,Unfurnished,East,7375.0,3.54,4800
vesu,4,Super Area,4000,New Property,Under Construction,6.0,19.0,Unfurnished,East,7300.0,2.92,4000
vesu,4,Super Area,4600,New Property,Under Construction,2.0,10.0,Unfurnished,East,7002.0,3.22,4600
vesu,4,Carpet Area,1909,New Property,Under Construction,5.0,12.0,Unfurnished,East,5450.0,1.89,2100
vesu,4,Carpet Area,1650,New Property,Under Construction,9.0,13.0,Unfurnished,North - East,5500.0,1.65,1815
vesu,5,Super Area,5861,New Property,Under Construction,,,Unfurnished,,7000.0,4.1,5861
vesu,4,Super Area,4150,New Property,Ready to Move,6.0,13.0,Unfurnished,East,7500.0,3.11,4150
,4,Super Area,4400,New Property,Under Construction,5.0,13.0,Unfurnished,East,7600.0,3.34,4400
vesu,4,Super Area,3336,New Property,Under Construction,4.0,12.0,Unfurnished,South -West,7051.0,2.35,3336
vesu,4,Super Area,4000,New Property,Ready to Move,12.0,12.0,Unfurnished,,6500.0,2.6,4000
pal,5,Super Area,5700,New Property,Under Construction,13.0,13.0,Unfurnished,East,6500.0,3.7,5700
vesu,6,Carpet Area,5310,New Property,Under Construction,,,Unfurnished,East,5700.0,5.5,5841
vesu,3,Super Area,2800,New Property,Under Construction,10.0,12.0,Unfurnished,West,6071.0,1.7,2800
dumas road/hazira,4,Super Area,3800,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,4500.0,1.71,3800
vesu,4,Super Area,3376,New Property,Under Construction,5.0,13.0,Unfurnished,East,5940.0,2.0,3376
,3,Super Area,2565,New Property,Under Construction,4.0,13.0,Unfurnished,,6570.0,1.68,2565
vesu,4,Carpet Area,1900,New Property,Ready to Move,11.0,13.0,Unfurnished,North - East,5710.0,1.97,2090
vesu,6,Super Area,6764,New Property,Under Construction,,,Unfurnished,,7000.0,4.73,6764
vesu,5,Super Area,9222,New Property,Under Construction,12.0,12.0,Unfurnished,East,7800.0,7.19,9222
dumas road/hazira,4,Carpet Area,1680,New Property,Under Construction,10.0,13.0,Unfurnished,North,6390.0,1.88,1848
vesu,4,Super Area,3450,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,7500.0,2.58,3450
vesu,4,Super Area,3500,New Property,Under Construction,5.0,11.0,Unfurnished,South - East,6051.0,2.11,3500
vesu,4,Super Area,3211,New Property,Under Construction,8.0,13.0,Unfurnished,South -West,5263.0,1.69,3211
pal,4,Carpet Area,2060,New Property,Ready to Move,,,Unfurnished,East,6060.0,2.26,2266
vesu,5,Super Area,8000,New Property,Under Construction,9.0,17.0,Unfurnished,East,9500.0,7.6,8000
dumas road/hazira,4,Super Area,3900,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,4500.0,1.75,3900
vesu,6,Super Area,9962,Resale,Ready to Move,2.0,13.0,Unfurnished,South -West,6500.0,6.47,9962
vesu,4,Super Area,4604,New Property,Undefined,4.0,9.0,Unfurnished,East,6851.0,3.15,4604
vesu,4,Carpet Area,2248,New Property,Ready to Move,10.0,20.0,Unfurnished,North - East,7791.0,3.23,2473
vesu,6,Super Area,6794,New Property,Under Construction,,,Unfurnished,,7000.0,4.75,6794
vesu,5,Super Area,5553,New Property,Under Construction,7.0,12.0,Unfurnished,East,7500.0,4.16,5553
vesu,4,Super Area,3400,New Property,Under Construction,5.0,12.0,Unfurnished,East,5751.0,1.95,3400
vesu,3,Super Area,2493,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6570.0,1.63,2493
vesu,6,Super Area,7500,New Property,Under Construction,5.0,11.0,Unfurnished,North - West,7200.0,5.4,7500
vesu,4,Super Area,3600,New Property,Under Construction,12.0,13.0,Unfurnished,East,5278.0,1.9,3600
pal,4,Carpet Area,2517,New Property,Under Construction,,,Unfurnished,East,4700.0,2.11,2769
athwalines,4,Super Area,6095,New Property,Under Construction,9.0,13.0,Unfurnished,East,9000.0,5.48,6095
dumas road/hazira,4,Super Area,4000,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,4500.0,1.8,4000
vesu,3,Super Area,2830,New Property,Ready to Move,14.0,20.0,Unfurnished,West,,,2830
vesu,5,Carpet Area,3135,New Property,Ready to Move,7.0,9.0,Unfurnished,North - East,6851.0,3.9,3449
vesu,6,Super Area,6928,New Property,Under Construction,,,Unfurnished,,7000.0,4.84,6928
vesu,5,Super Area,6000,New Property,Under Construction,7.0,12.0,Unfurnished,East,7300.0,4.38,6000
dumas road/hazira,5,Super Area,5500,New Property,Under Construction,5.0,13.0,Unfurnished,East,7291.0,4.01,5500
vesu,4,Super Area,3325,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,6570.0,2.18,3325
vesu,5,Super Area,7150,New Property,Under Construction,5.0,14.0,Unfurnished,North - East,8000.0,5.72,7150
vesu,3,Super Area,2500,New Property,Under Construction,5.0,13.0,Unfurnished,South -West,6480.0,1.62,2500
vesu,4,Super Area,3700,New Property,Ready to Move,10.0,13.0,Unfurnished,East,5676.0,2.1,3700
dumas road/hazira,4,Super Area,4200,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,4500.0,1.89,4200
vesu,3,Super Area,2735,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,,,2735
,4,Carpet Area,1870,New Property,Ready to Move,6.0,11.0,Unfurnished,North - East,6111.0,2.07,2057
vesu,6,Super Area,7070,New Property,Under Construction,,,Unfurnished,,7000.0,4.94,7070
vesu,5,Super Area,5400,New Property,Ready to Move,6.0,12.0,Unfurnished,South -West,7500.0,4.05,5400
dumas road/hazira,4,Super Area,3400,New Property,Under Construction,6.0,13.0,Unfurnished,East,5700.0,1.93,3400
vesu,5,Super Area,7150,New Property,Under Construction,5.0,12.0,Unfurnished,South -West,7500.0,5.36,7150
vesu,5,Super Area,5000,New Property,Under Construction,7.0,20.0,Unfurnished,North - East,7000.0,3.5,5000
adajan,4,Super Area,4850,New Property,Under Construction,7.0,13.0,Unfurnished,East,4747.0,2.3,4850
vesu,4,Super Area,3047,New Property,Under Construction,9.0,13.0,Unfurnished,East,5907.0,1.8,3047
dumas road/hazira,4,Super Area,3600,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,4500.0,1.62,3600
vesu,4,Carpet Area,2530,New Property,Ready to Move,7.0,9.0,Unfurnished,North - East,6851.0,3.15,2783
vesu,6,Super Area,7204,New Property,Under Construction,,,Unfurnished,,7000.0,5.04,7204
vesu,4,Super Area,4000,New Property,Ready to Move,5.0,13.0,Unfurnished,East,6800.0,2.72,4000
althan,3,Carpet Area,1402,New Property,Under Construction,5.0,13.0,Unfurnished,East,6351.0,1.61,1542
vesu,4,Super Area,4000,New Property,Under Construction,7.0,12.0,Unfurnished,East,7000.0,2.8,4000
vesu,6,Super Area,5800,New Property,Under Construction,5.0,20.0,Unfurnished,North - East,9500.0,5.51,5800
dumas road/hazira,5,Super Area,5348,New Property,Ready to Move,7.0,12.0,Unfurnished,East,8807.0,4.71,5348
dumas road/hazira,4,Super Area,3700,New Property,Under Construction,7.0,12.0,Unfurnished,South -West,4500.0,1.66,3700
katargam,4,Carpet Area,1860,Resale,Ready to Move,7.0,13.0,Unfurnished,North - East,6333.0,1.9,2046
vesu,5,Super Area,5418,New Property,Under Construction,,,Unfurnished,,7000.0,3.79,5418
vesu,5,Super Area,7150,New Property,Ready to Move,2.0,12.0,Unfurnished,East,8531.0,6.1,7150
althan,4,Carpet Area,2800,New Property,Ready to Move,1.0,13.0,Furnished,East,,3.7,3080
vesu,5,Super Area,5124,New Property,Under Construction,6.0,12.0,Unfurnished,East,7100.0,3.63,5124
athwalines,4,Super Area,3900,Resale,Ready to Move,5.0,11.0,Unfurnished,North,5487.0,2.14,3900
vesu,5,Super Area,5900,New Property,Under Construction,7.0,11.0,Unfurnished,East,6898.0,4.07,5900
vesu,4,Super Area,3500,New Property,Under Construction,6.0,13.0,Unfurnished,East,5714.0,2.0,3500
vesu,4,Carpet Area,1925,New Property,Under Construction,7.0,13.0,Unfurnished,North - East,5700.0,1.99,2118
vesu,5,Super Area,5506,New Property,Under Construction,,,Unfurnished,,7000.0,3.85,5506
vesu,3,Super Area,2600,New Property,Under Construction,7.0,12.0,Unfurnished,East,6200.0,1.61,2600
vesu,4,Super Area,5800,New Property,Under Construction,6.0,18.0,Unfurnished,East,9517.0,5.52,5800
vesu,4,Carpet Area,1925,New Property,Under Construction,5.0,12.0,Unfurnished,North - East,6500.0,2.27,2118
vesu,4,Super Area,3350,New Property,Under Construction,9.0,20.0,Unfurnished,East,6418.0,2.15,3350
vesu,5,Super Area,5000,New Property,Under Construction,6.0,12.0,Unfurnished,South -West,6000.0,3.0,5000
dumas road/hazira,4,Super Area,3957,New Property,Under Construction,,,Unfurnished,,4500.0,1.78,3957
vesu,4,Super Area,3830,New Property,Ready to Move,6.0,12.0,Unfurnished,East,6527.0,2.5,3830
vesu,4,Super Area,5500,New Property,Under Construction,6.0,13.0,Unfurnished,East,7200.0,3.96,5500
vesu,4,Super Area,3800,New Property,Ready to Move,1.0,20.0,Unfurnished,North - East,6800.0,2.58,3800
dumas road/hazira,4,Super Area,3600,New Property,Under Construction,10.0,12.0,Unfurnished,West,4500.0,1.62,3600
vesu,4,Super Area,5000,New Property,Under Construction,6.0,13.0,Unfurnished,East,6000.0,3.0,5000
vesu,4,Carpet Area,1733,New Property,Under Construction,13.0,19.0,Unfurnished,East,6508.0,2.05,1906
vesu,4,Super Area,4350,New Property,Under Construction,7.0,12.0,Unfurnished,East,7800.0,3.39,4350
vesu,4,Super Area,3400,New Property,Under Construction,5.0,13.0,Unfurnished,East,5912.0,2.01,3400
vesu,4,Carpet Area,2640,New Property,Under Construction,10.0,11.0,Unfurnished,South - East,7391.0,3.54,2904
